"","imdb_id","original_title","adult","genres.name","original_language","popularity","production_countries.name","release_date","budget","revenue","vote_average","vote_count"
"1:1309","tt0035517","El viejo hucha","FALSE","Drama","es","0.6","Argentina","1942-04-29","0","0","0","0"
"1:1310","tt0291913","Forgotten Warrior","FALSE",NA,"en","0.656","Philippines","1986-03-21","0","0","6","1"
"1:1312","tt0188586","Embrujo de amor","FALSE",NA,"es","0.6","Argentina","1971-07-08","0","0","5.7","3"
"1:1313","tt0124082","Pubis Angelical","FALSE","Drama","es","0.84","Argentina","1982-08-12","0","0","5","2"
"1:1314","tt0424888","Charlie the Ox","FALSE",NA,"en","0.6",NA,"2004-09-04","0","0","0","0"
"1:1315","tt0365067","Clubhouse Detectives in Scavenger Hunt","FALSE","Family","en","1.4","United States of America","2003-06-07","0","0","3.7","3"
"1:1317","tt0170247","Milonga","FALSE",NA,"it","0.6","Italy","1999-04-09","0","0","0","0"
"1:1318","tt0247887","Una noche con Sabrina Love","FALSE","Comedy","es","1.875","Argentina","2000-06-08","0","0","5.2","11"
"1:1320","tt0836632","Abrígate","FALSE","Drama","es","0.632","Argentina","2007-11-23","0","0","6","1"
"1:1322","tt0183280","Deep Water","FALSE","Drama","en","1.546","United States of America","2000-01-01","0","0","4.7","6"
"1:1323","","George Thorogood and the Destroyers - 30th Anniversary Tour","FALSE",NA,"en","0.621",NA,"2004-05-04","0","0","8.5","1"
"1:1324","tt0079541","The Meateater","FALSE","Horror","en","0.6","United States of America","1979-01-01","0","0","4.4","7"
"1:1325","tt0256374","Seduced: Pretty When You Cry","FALSE",NA,"es","2.404","United States of America","2001-01-01","0","0","4","4"
"1:1326","tt0323425","No debes estar aquí","FALSE","Horror","es","0.747","Spain","2002-05-24","0","0","5","2"
"1:1328","tt1194615","Lluvia","FALSE","Drama","es","0.922","Argentina","2008-03-28","0","0","5.6","7"
"1:1332","tt0072315","La tregua","FALSE","Romance","es","2.04","Argentina","1974-08-01","0","0","7.2","10"
"1:1333","tt0418590","Peperoni ripieni e pesci in faccia","FALSE","Drama","en","1.4","Spain","2004-11-14","0","0","6","1"
"1:1334","tt2151988","High Tech, Low Life","FALSE","Documentary","en","1.253","United States of America","2012-04-19","0","0","7","2"
"1:1335","tt0248001","Esperando al Mesías","FALSE","Drama","es","2.458","Argentina","2000-05-25","0","0","6","6"
"1:1336","tt1746581","この空の花 長岡花火物語","FALSE","Fantasy","ja","1.183","Japan","2012-05-12","0","0","5.3","4"
"1:1337","tt1763236","軽蔑","FALSE","Drama","ja","1.559","Japan","2011-06-04","0","0","5","3"
"1:1341","tt0482543","Make It Funky!","FALSE","Documentary","en","0.6","United States of America","2005-09-27","0","0","7.5","2"
"1:1343","tt0309817","Un día en el paraíso","FALSE","Drama","es","1.4","Argentina","2003-07-03","0","0","6","2"
"1:1344","tt0069445","麒麟掌","FALSE","Action","zh","1.64","China","1973-03-01","0","0","5.7","6"
"1:1345","tt0211311","Ciudad del sol","FALSE","Drama","es","1.4","Argentina","2003-10-23","0","0","0","0"
"1:1347","tt1159670","Method Man: Live from the Sunset Strip","FALSE",NA,"en","1.4","United States of America","2007-10-30","0","0","10","2"
"1:1348","tt0321175","El Alquimista Impaciente","FALSE",NA,"en","0.991","Spain","2002-05-17","0","0","5","3"
"1:1349","tt0190807","Subí que te llevo","FALSE",NA,"es","1.4","Argentina","1980-08-21","0","0","8","1"
"1:1350","tt0070250","Juan Moreira","FALSE","History","es","0.937","Argentina","1973-05-24","0","0","6.6","9"
"1:1351","tt0202223","El amateur","FALSE",NA,"es","0.728","Argentina","1999-04-22","0","0","5.8","4"
"1:1353","tt0114840","El verso","FALSE","Comedy","es","0.84","Argentina","1996-02-15","0","0","6.4","4"
"1:1354","tt0145393","Pizza, birra, faso","FALSE","Drama","es","3.076","Argentina","1998-01-15","0","0","6.8","34"
"1:1356","tt0104160","¿Dónde estás amor de mi vida... que no te puedo encontrar?","FALSE",NA,"es","0.98","Argentina","1992-08-06","0","0","7.5","3"
"1:1358","tt0069179","The Revengers","FALSE","Action","en","8.105","Mexico","1972-06-21","0","0","5.8","22"
"1:1364","tt0186412","Одиссея капитана Блада","FALSE","Action","ru","2.11","France","1991-12-03","0","0","7.7","3"
"1:1366","tt0161029","Two Shades of Blue","FALSE","Thriller","en","1.422","United States of America","1999-03-27","0","0","0","0"
"1:1368","tt2358993","Die Heimkehr","FALSE","Drama","de","0.947","Germany","2012-05-02","0","0","5.3","3"
"1:1371","tt0115659","Rosamunde Pilcher: Eine besondere Liebe","FALSE","Romance","de","1.383","Germany","1996-12-25","0","0","0","0"
"1:1372","tt2113587","30° Couleur","FALSE","Comedy","fr","1.344","France","2012-03-14","0","0","4.9","7"
"1:1376","tt1656186","Stolen","FALSE","Action","en","18.636","United States of America","2012-09-06","35000000","2106557","5.4","780"
"1:1378","tt2131523","Graceland","FALSE","Drama","tl","2.744","Philippines","2012-04-20","0","0","6.1","24"
"1:1380","tt2005153","Backwards","FALSE","Drama","en","1.908",NA,"2012-09-21","0","0","5.9","11"
"1:1381","tt2140315","राज़ 3","FALSE","Horror","hi","3.431","India","2012-09-07","3600000","14000000","5.2","25"
"1:1382","tt0075064","El pibe cabeza","FALSE",NA,"es","0.68","Argentina","1975-01-01","0","0","5","3"
"1:1383","tt0322024","Un difetto di famiglia","FALSE","TV Movie","en","1.537","Italy","2002-05-26","0","0","6.1","6"
"1:1384","tt2082197","बर्फी!","FALSE","Drama","hi","11.501","India","2012-09-13","4437508","2804874","7.5","218"
"1:1386","tt0153821","Wild Blue","FALSE","Drama","en","1.4","New Zealand","2000-10-26","0","0","7","1"
"1:1388","tt2239400","Head Games","FALSE","Documentary","en","1.879","United States of America","2012-09-21","0","14056","6.7","7"
"1:1391","tt0198413","El deseo de vivir","FALSE",NA,"es","0.6","Argentina","1973-04-05","0","0","5.7","3"
"1:1392","tt2220642","Bad 25","FALSE","Documentary","en","6.555","United States of America","2012-11-22","0","0","7.2","56"
"1:1397","tt2053436","Stand Strong","FALSE","Drama","en","1.218","United States of America","2011-10-11","0","0","4","1"
"1:1398","tt0878672","First Circle","FALSE","Drama","en","1.123",NA,"2010-10-02","0","0","5","1"
"1:1400","tt1433811","Disconnect","FALSE","Drama","en","11.286","United States of America","2012-09-11","10000000","3428048","7.1","875"
"1:1402","tt0094785","Born to Race","FALSE","Action","en","1.15","United States of America","1988-01-29","0","0","7.3","2"
"1:1404","tt1975249","6 Bullets","FALSE","Thriller","en","16.163","United States of America","2012-09-11","10000000","0","6","234"
"1:1406","tt0098525","True Blood","FALSE","Action","en","1.632",NA,"1989-04-28","0","0","6.8","6"
"1:1407","tt1716739","Dead in France","FALSE",NA,"en","0.6",NA,"2012-06-08","0","0","0","0"
"1:1414","tt0387989","Deewaar: Let's Bring Our Heroes Home","FALSE","Drama","hi","2.22","India","2004-06-25","0","0","5.5","6"
"1:1416","tt1979319","るろうに剣心","FALSE","Adventure","ja","87.542","Japan","2012-08-25","0","61700000","7.6","509"
"1:1418","tt1872220","宇宙兄弟","FALSE","Comedy","ja","1.473","Japan","2012-05-05","0","0","6.4","12"
"1:1420","tt0029983","Change of Heart","FALSE","Comedy","en","0.6","United States of America","1938-01-14","0","0","0","0"
"1:1422","tt2108538","生きてるものはいないのか","FALSE","Comedy","ja","2.481","Japan","2012-02-18","0","0","5.7","6"
"1:1423","tt1753846","The Iran Job","FALSE","Documentary","en","1.759","United States of America","2012-09-28","0","0","5.4","8"
"1:1425","tt2147277","Escape","FALSE","Drama","en","2.404",NA,"2012-01-21","0","0","5.3","4"
"1:1426","tt0055885","Damon and Pythias","FALSE","Adventure","en","1.952","United States of America","1962-09-05","0","0","4.3","4"
"1:1427","tt2078523","009 RE:CYBORG","FALSE","Action","ja","11.503","Japan","2012-10-27","0","0","5.3","28"
"1:1429","tt0146652","Driving Me Crazy","FALSE","Documentary","en","1.4",NA,"1988-09-10","0","0","5.7","3"
"1:1431","tt2240312","Hold Your Breath","FALSE","Horror","en","9.475","United States of America","2012-10-05","0","0","4.2","60"
"1:1435","tt1610473","Coming Up Roses","FALSE","Drama","en","1.494","United States of America","2011-09-23","0","0","4","1"
"1:1437","tt0235280","Cheerleader Ninjas","FALSE","Action","en","1.239",NA,"2002-06-14","0","0","2","3"
"1:1443","tt2058107","The Railway Man","FALSE","Drama","en","9.448","Australia","2013-12-02","18000000","24174885","6.9","565"
"1:1447","tt0049432","The Last Hunt","FALSE","Western","en","2.721","United States of America","1956-04-30","0","0","6.8","25"
"1:1453","tt0031074","Balalaika","FALSE","Romance","en","0.984","United States of America","1939-12-15","0","0","4.3","4"
"1:1456","","Eiszeit -Reflexion einer Expedition","FALSE",NA,"de","0.6",NA,"","0","0","0","0"
"1:1460","tt0014730","Born Rich","FALSE","Comedy","en","0.6",NA,"1924-12-07","0","0","0","0"
"1:1466","tt0447853","美麗酒吧","FALSE","Drama","en","0.6",NA,"2005-01-01","0","69","0","0"
"1:1468","tt1877832","X-Men: Days of Future Past","FALSE","Action","en","54.852","United Kingdom","2014-05-15","250000000","747862775","7.5","12683"
"1:1471","tt0090699","Бармен из «Золотого якоря»","FALSE","Action","ru","0.6","Russia","1986-08-25","0","0","7.5","1"
"1:1472","","Авария","FALSE",NA,"ru","0.6","Russia","1965-07-12","0","0","7","2"
"1:1476","tt0197499","Funeral siniestro","FALSE",NA,"es","2.974","Colombia","1977-01-01","0","0","5.5","4"
"1:1477","tt1540005","CLONED: The Recreator Chronicles","FALSE","Horror","en","4.172","United States of America","2012-02-16","0","0","4.8","34"
"1:1481","tt0778646","Clint Eastwood: Director","FALSE","Documentary","nl","0.911",NA,"1982-01-01","0","0","7","1"
"1:1483","","Homecoming Texas Style","FALSE",NA,"en","0.6","United States of America","1996-01-01","0","0","7.5","1"
"1:1484","","Alaskan Homecoming","FALSE","Music","en","0.6","United States of America","2011-02-08","0","0","0","0"
"1:1485","tt0043618","Happy Go Lovely","FALSE","Music","en","1.361","United Kingdom","1951-03-06","0","0","6","5"
"1:1487","tt1134846","Donkeys","FALSE","Drama","en","1.191","Denmark","2010-10-08","0","0","7.5","6"
"1:1489","tt1105731","Kuntilanak 2","FALSE","Horror","en","0.737","Indonesia","2007-10-10","0","0","5.3","3"
"1:1491","tt0086333","Шерлок Холмс и доктор Ватсон: Сокровища Агры","FALSE","Crime","ru","2.304",NA,"1983-06-25","0","0","8","24"
"1:1492","tt0083574","Aragosta a colazione","FALSE","Comedy","it","3.707","France","1979-03-01","0","0","6.2","14"
"1:1493","tt0270021","うつしみ","FALSE","Comedy","ja","0.99","Japan","2000-12-18","0","0","6.3","4"
"1:1494","tt1954713","俺は園子温だ","FALSE","Documentary","ja","0.6","Japan","1985-01-01","0","0","5","8"
"1:1495","tt0456159","Michaël Youn - Pluskapoil","FALSE","Comedy","fr","1.75","France","2005-11-03","0","0","4.4","7"
"1:1496","tt0280427","아나키스트","FALSE","Action","ko","1.788","South Korea","2000-04-29","0","0","4.3","10"
"1:1497","tt2131541","Kohta 18","FALSE","Comedy","fi","2.608","Finland","2012-03-09","0","0","6.6","12"
"1:1499","","Jay-Z Live at Hackney","FALSE",NA,"en","0.6",NA,"2012-06-23","0","0","0","0"
"1:1500","tt0457395","Kaiju Big Battel: Shocking Truth","FALSE","Action","en","0.6",NA,"2005-04-12","0","0","0","0"
"1:1503","tt0069826","Ci risiamo, vero Provvidenza?","FALSE","Western","it","0.6","Italy","1973-11-08","0","0","6","2"
"1:1505","tt2123988","Kenkichi","FALSE","Action","ja","0.6","Japan","2012-01-01","0","0","7","1"
"1:1506","tt0079072","Dove vai se il vizietto non ce l'hai?","FALSE","Comedy","it","2.164","Italy","1979-08-04","0","0","5.5","8"
"1:1507","tt0194837","Ed ora... raccomanda l'anima a Dio!","FALSE","Western","it","0.6","Italy","1968-10-26","0","0","6.5","2"
"1:1509","tt1869470","Hollow","FALSE","Horror","en","5.341","United Kingdom","2011-07-31","0","0","4.9","36"
"1:1510","tt0080032","Too Far to Go","FALSE","Drama","en","1.4","United States of America","1979-03-12","0","0","0","0"
"1:1511","tt0040401","The Greed of William Hart","FALSE","Mystery","en","1.081","United Kingdom","1948-03-01","0","0","4.6","4"
"1:1512","tt0181622","Kakkientruppen","FALSE",NA,"it","1.67","Italy","1979-03-16","0","0","5","8"
"1:1515","tt1975934","Peacock Season","FALSE",NA,"en","0.6",NA,"2010-08-12","0","0","0","0"
"1:1516","tt0103845","Blue Black Permanent","FALSE","Drama","en","1.011","United Kingdom","1992-01-01","0","0","5.6","9"
"1:1517","tt0099027","Amelia Lópes O'Neill","FALSE","Drama","es","0.716","Chile","1991-09-10","0","0","5.7","3"
"1:1519","tt0104937","La mujer del puerto","FALSE",NA,"es","0.746",NA,"1991-09-11","0","0","5","4"
"1:1520","tt0101346","Der andere Blick","FALSE","Documentary","en","0.6","United States of America","1991-09-25","0","0","0","0"
"1:1522","tt1095408","The Inheritance","FALSE","Documentary","en","0.681",NA,"2007-10-07","0","0","7","1"
"1:1524","tt0104520","Intimate Stranger","FALSE","Documentary","en","0.6",NA,"1991-10-03","0","0","5.7","3"
"1:1525","tt0430082","Feng Shui","FALSE","Drama","tl","4.714","Philippines","2004-09-18","0","0","5.6","13"
"1:1526","tt0098381","Stan posiadania","FALSE","Drama","pl","1.4","Germany","1989-10-23","0","0","6.3","3"
"1:1527","tt0100862","Verriegelte Zeit","FALSE",NA,"en","0.6",NA,"1991-04-04","0","0","5.5","4"
"1:1528","tt0102542","ノーライフキング","FALSE","Comedy","ja","0.6","Japan","1989-12-16","0","0","0","0"
"1:1530","tt1080877","Xiang zi","FALSE",NA,"en","0.6",NA,"","0","0","0","0"
"1:1531","tt2234370","Vampireland","FALSE","Horror","en","1.365","United States of America","2012-03-01","0","0","2.1","5"
"1:1532","tt0492663","転がれ!たま子","FALSE",NA,"ja","0.6","Japan","2006-02-04","0","0","0","0"
"1:1534","tt1555093","The Seasoning House","FALSE","Horror","en","10.465","United Kingdom","2012-08-21","0","0","6.2","163"
"1:1536","tt2355900","Lesbian Triangles 26","TRUE","Romance","en","0.6","United States of America","2012-08-20","0","0","0","0"
"1:1537","tt2356028","Mother-Daughter Exchange Club 25","TRUE","Romance","en","1.4","United States of America","2012-07-20","0","0","0","0"
"1:1538","tt1185237","D Tour: A Tenacious Documentary","FALSE","Documentary","en","1.603",NA,"2008-04-24","0","0","7","3"
"1:1541","tt0473351","Dimension","FALSE","Drama","en","0.6","United States of America","2007-09-18","0","0","0","0"
"1:1544","","Rock 'N Learn: Phonics & Reading","FALSE","Family","en","0.6",NA,"2011-01-19","0","0","0","0"
"1:1545","","Rock 'N Learn: Read Along Stories","FALSE","Family","en","0.6",NA,"","0","0","0","0"
"1:1546","tt0475259","Eden Court","FALSE",NA,"en","0.6",NA,"","0","0","0","0"
"1:1547","tt0835819","Az emigráns - Minden másképp van","FALSE","Drama","hu","0.6",NA,"2007-03-02","0","0","8.9","4"
"1:1550","tt0819906","Konyec - Az utolsó csekk a pohárban","FALSE","Comedy","hu","0.742",NA,"2007-01-11","0","0","6.7","5"
"1:1551","tt0169828","ჯარისკაცის მამა","FALSE","Drama","ka","2.749","Georgia","1964-12-25","0","0","7.3","25"
"1:1555","tt2356116","Women Seeking Women 85","TRUE","Romance","en","0.6","United States of America","2012-08-20","0","0","0","0"
"1:1556","tt1334076","Un Capitalisme sentimental","FALSE","Comedy","fr","0.976","Canada","2008-10-31","1250000","0","5.9","5"
"1:1557","tt0117604","Seven Servants","FALSE","Drama","en","1.141",NA,"1996-10-04","0","0","4.6","6"
"1:1558","tt0053615","Los autómatas de la muerte","FALSE","Science Fiction","es","0.653","Mexico","1962-08-10","0","0","4.9","9"
"1:1561","tt1910497","O Primeiro Dia do Resto da Minha Vida","FALSE",NA,"pt","0.706","Brazil","2010-11-20","0","0","8","2"
"1:1563","tt1895296","Alice: A Última Noite","FALSE","Drama","pt","0.653","Brazil","2010-11-28","0","0","8","2"
"1:1564","tt0061574","Dio li crea... Io li ammazzo!","FALSE","Western","it","1.276","Italy","1968-04-29","0","0","4.6","4"
"1:1566","tt0277389","Tooth Fairy","FALSE","Horror","en","0.6",NA,"2001-01-01","0","0","0","0"
"1:1569","tt0239452","हसीना मान जाएगी","FALSE","Action","hi","0.6","India","1968-01-05","0","0","0","0"
"1:1570","tt1109523","Tapestries of Hope","FALSE","Documentary","en","0.6",NA,"2010-09-28","0","0","6","1"
"1:1571","tt0053806","Expresso Bongo","FALSE","Comedy","en","1.254","United Kingdom","1959-12-01","0","0","6.1","8"
"1:1572","tt1456939","Searching for Sonny","FALSE","Comedy","en","1.611","United States of America","2011-10-22","0","0","4.1","5"
"1:1573","tt0867329","Iszka utazása","FALSE","Adventure","en","0.6","Hungary","2007-11-22","0","0","5.5","4"
"1:1575","tt1886542","Fixation","FALSE","Documentary","en","0.6","United States of America","2012-07-17","0","0","0","0"
"1:1577","tt1588446","Of Dolls and Murder","FALSE","Documentary","en","1.184",NA,"2012-04-01","0","0","5.3","3"
"1:1579","tt2509902","Congo: The Grand Inga Project","FALSE","Documentary","en","4.478","United States of America","2013-04-25","0","0","8.6","5"
"1:1581","tt1235199","Mea Culpa","FALSE",NA,"en","0.6",NA,"2008-01-01","0","0","0","0"
"1:1582","tt0030717","Save a Little Sunshine","FALSE",NA,"en","0.84",NA,"1938-10-01","0","0","0","0"
"1:1583","tt1695409","The Newest Pledge","FALSE","Comedy","en","1.755","United States of America","2012-08-28","0","0","10","1"
"1:1585","tt0906777","La señal","FALSE","Mystery","es","1.72","Argentina","2007-09-13","0","0","5.8","15"
"1:1588","tt1282064","La mala","FALSE","Drama","es","0.721","Puerto Rico","2008-05-29","0","0","10","1"
"1:1590","tt0338812","The Breakup Artist","FALSE","Comedy","en","1.092",NA,"2004-10-23","0","0","0","0"
"1:1591","","Halo Effect","FALSE","Adventure","en","2.492","United States of America","2012-01-01","0","0","4.3","2"
"1:1592","tt0867171","The Last Man in Brooklyn","FALSE",NA,"en","0.6",NA,"2007-07-15","0","0","5","1"
"1:1594","tt0383648","Sueño","FALSE","Drama","en","2.032","United States of America","2005-09-30","0","0","4.8","5"
"1:1596","","The Story Of Short Stack","FALSE","Documentary","en","0.684","Australia","2011-10-28","2000000","14000000","6.5","3"
"1:1597","tt2201255","The Redemption of a Dog","FALSE","Drama","en","1.071","United States of America","2012-08-28","0","0","10","1"
"1:1599","tt0352275","De todas... todas!","FALSE","Comedy","es","1.12","Mexico","1985-11-14","0","0","5","1"
"1:1600","tt1525359","Freshman Father","FALSE","Drama","en","3.207",NA,"2010-06-05","0","0","6.5","43"
"1:1602","tt0064059","Backtrack!","FALSE","Western","en","1.808","United States of America","1969-05-26","0","0","5","2"
"1:1604","tt1299392","La venganza","FALSE",NA,"en","2.577",NA,"2007-11-28","0","0","0","0"
"1:1605","tt1942946","Pseudo","FALSE",NA,"en","1.571","United States of America","2012-04-13","0","0","3.8","4"
"1:1607","tt1754945","El secreto","FALSE","Mystery","es","1.828","Mexico","2010-12-03","0","0","5.5","2"
"1:1609","tt0383448","Killer Instinct: From the Files of Agent Candice DeLong","FALSE","Crime","en","1.772","United States of America","2003-10-06","0","0","6.7","3"
"1:1610","tt0332441","Tomorrow's Drivers","FALSE",NA,"en","0.6",NA,"1954-01-01","0","0","4.9","15"
"1:1611","tt2048688","8:46","FALSE","Drama","en","0.6","United States of America","2011-09-11","0","0","6.5","4"
"1:1612","tt2333304","Accelerated Under-Development: In the Idiom of Santiago Alvarez","FALSE",NA,"en","0.681",NA,"1999-01-01","0","0","5","3"
"1:1615","tt0081982","The Adventures of Huckleberry Finn","FALSE","Adventure","en","0.6","United States of America","1981-07-09","0","0","6","1"
"1:1622","tt2321141","1313: Frankenqueen","FALSE","Horror","en","1.847","United States of America","2012-09-01","0","0","3.9","4"
"1:1624","tt0103920","Canvas","FALSE","Drama","en","1.695",NA,"1992-09-16","0","0","10","1"
"1:1625","tt0478321","Voodoo Lagoon","FALSE","Horror","en","1.303","Australia","2006-01-01","0","0","2","2"
"1:1627","tt0077736","L'Insegnante Balla… Con Tutta La Classe","FALSE","Comedy","it","3.013","Italy","1979-03-16","0","0","5.6","12"
"1:1628","tt0075871","La Compagna di Banco","FALSE","Comedy","it","4.026","Italy","1977-08-12","0","0","6.1","10"
"1:1629","tt0080654","La dottoressa ci sta col Colonnello","FALSE","Comedy","it","4.014","Italy","1980-11-11","0","0","5.3","35"
"1:1630","tt1682179","Open Gate","FALSE","Drama","en","1.926","United States of America","2011-01-01","0","0","6.4","8"
"1:1631","tt0074426","La dottoressa del distretto militare","FALSE","Comedy","it","4.645","Italy","1976-01-01","0","0","4.6","11"
"1:1633","tt0079467","La liceale, il diavolo e l'acquasanta","FALSE","Comedy","it","2.089","Italy","1979-12-07","0","0","5.2","17"
"1:1635","tt0207333","Believe","FALSE","Horror","en","1.869",NA,"2000-03-22","0","0","5.8","14"
"1:1636","tt1710354","Gone Hollywood","FALSE","Comedy","en","0.6","United States of America","2011-09-18","0","0","0","0"
"1:1639","tt0174741","Hitman's Run","FALSE","Action","en","1.361","United States of America","1999-01-01","0","0","5.8","5"
"1:1641","tt0146266","सीमा","FALSE","Drama","hi","0.699","India","1955-01-07","0","0","5","1"
"1:1642","tt0234071","A Lad from Old Ireland","FALSE","Drama","en","1.291","Ireland","1910-01-01","0","0","5","11"
"1:1643","tt0081689","Uno contro l'altro, praticamente amici","FALSE","Comedy","it","1.237","Italy","1981-04-11","0","0","6.5","23"
"1:1644","","One Direction: The Only Way Is Up","FALSE","Documentary","en","2.127","United States of America","2012-08-07","0","0","6.7","9"
"1:1645","tt0000023","Baignade en mer","FALSE","Documentary","fr","2.277","France","1895-12-28","0","0","5.4","57"
"1:1646","tt0379375","मातृभूमि","FALSE","Drama","hi","2.618","India","2003-01-01","0","0","7.3","13"
"1:1647","tt0000028","Pêche aux poissons rouges","FALSE","Documentary","fr","2.597","France","1895-12-28","0","0","4.8","50"
"1:1648","","The Education of Style","FALSE",NA,"en","0.6","United States of America","2012-01-01","0","0","0","0"
"1:1650","tt0203439","The Dawn","FALSE",NA,"en","0.6","Ireland","1936-05-27","0","0","5","3"
"1:1651","tt0446889","Aatank","FALSE","Thriller","hi","1.211","India","1996-07-10","0","0","0","0"
"1:1652","tt0050184","Bernardine","FALSE",NA,"en","1.121",NA,"1957-07-24","0","0","7","1"
"1:1653","tt2065877","Apostle Peter and the Last Supper","FALSE","History","en","3.156","United States of America","2012-02-20","750000","0","5.9","10"
"1:1655","tt0178195","आप के दीवाने","FALSE","Drama","hi","1.127",NA,"1980-03-19","0","0","0","0"
"1:1656","tt0000031","Le saut à la couverture","FALSE","Documentary","fr","1.815","France","1895-12-28","0","0","5.7","43"
"1:1658","tt2210569","Die Kirche bleibt im Dorf","FALSE","Comedy","de","1.999","Germany","2012-08-22","0","0","6.3","17"
"1:1659","tt0053641","Because They're Young","FALSE","Drama","en","0.991","United States of America","1960-04-01","0","0","5.4","5"
"1:1660","tt0000022","Les forgerons","FALSE","Documentary","fr","2.965","France","1895-12-28","0","0","5","51"
"1:1661","tt1255865","Días salvajes","FALSE","Drama","es","0.6",NA,"2008-05-07","0","0","0","0"
"1:1665","tt0221263","In Hot Blood","FALSE",NA,"en","0.6",NA,"1968-01-01","0","0","5","3"
"1:1667","tt0131906","Bad Girls Do Cry","FALSE","Drama","en","1.238","United States of America","1965-10-05","0","0","1.9","4"
"1:1670","tt0127575","Girl in Trouble","FALSE","Crime","en","0.651","United States of America","1963-08-15","0","0","5.5","2"
"1:1671","","Le Firmé un Contrato al Diablo","FALSE",NA,"en","1.093",NA,"2010-01-01","0","0","0","0"
"1:1673","tt0892870","Dead and Buried","FALSE",NA,"en","0.6",NA,"2006-01-01","0","0","0","0"
"1:1674","tt4365448","Cholos en cuarentena","FALSE","Crime","es","1.114","Mexico","2011-01-01","0","0","5","3"
"1:1675","tt0000027","Place des Cordeliers à Lyon","FALSE","Documentary","fr","2.643","France","1895-12-28","0","0","5.2","46"
"1:1676","tt11448730","Miss Narca","FALSE",NA,"es","0.6",NA,"2009-01-01","0","0","0","0"
"1:1677","","Volentos Recuerdos","FALSE",NA,"en","0.6",NA,"2007-01-01","0","0","0","0"
"1:1678","tt1343087","Frame 313: The JFK Assassination Theories","FALSE","Documentary","en","1.471","United States of America","2008-01-01","150000","0","6","1"
"1:1679","","Camino a la Muerte","FALSE",NA,"en","0.6",NA,"2003-01-01","0","0","0","0"
"1:1680","tt0922593","Saber gatear","FALSE","Comedy","es","0.6","Mexico","1995-01-01","0","0","6.5","4"
"1:1681","tt0032321","Chad Hanna","FALSE","Romance","en","1.755","United States of America","1940-12-25","0","0","6","1"
"1:1682","tt0390002","La fiera de la montaña","FALSE",NA,"en","0.6",NA,"2001-01-01","0","0","0","0"
"1:1683","tt1431160","The Canal Street Madam","FALSE","Documentary","en","0.887","United States of America","2010-06-18","0","0","4","1"
"1:1684","tt0446744","More Sex & the Single Mom","FALSE",NA,"en","2.661","United States of America","2005-02-07","0","0","8.5","2"
"1:1685","tt0279832","George Benson: Absolutely Live","FALSE","Music","en","0.6",NA,"2000-11-27","0","0","0","0"
"1:1686","tt1718998","3 Times a Charm","FALSE","Comedy","en","2.725","United States of America","2011-01-01","0","0","5.4","18"
"1:1687","tt0023880","Chance at Heaven","FALSE","Drama","en","1.432","United States of America","1933-10-27","0","0","6","5"
"1:1688","tt1352677","Buskers; For Love or Money","FALSE","Documentary","en","1.271","United States of America","2008-04-16","0","0","6.3","4"
"1:1689","tt0370326","Case Study: Barbiturates","FALSE","Documentary","en","1.4","United States of America","1969-12-31","0","0","4.5","17"
"1:1690","tt0370275","Case Study: Amphetamines","FALSE","Documentary","en","1.862","United States of America","1969-12-31","0","0","4.9","15"
"1:1691","tt0053582","All the Fine Young Cannibals","FALSE","Romance","en","1.543","United States of America","1960-09-15","0","0","5.8","4"
"1:1693","tt0132915","Dead to the World","FALSE",NA,"en","0.621","United States of America","1961-01-01","0","0","8","1"
"1:1694","tt0370692","Case Study: Heroin","FALSE","Documentary","en","1.156","United States of America","1969-12-31","0","0","4.5","15"
"1:1695","tt0029884","Arsène Lupin Returns","FALSE","Mystery","en","1.146","United States of America","1938-02-25","0","0","5.7","5"
"1:1696","tt0370862","Case Study: LSD","FALSE","Documentary","en","2.309","United States of America","1969-12-31","0","0","5.2","18"
"1:1698","tt0027656","The Garden Murder Case","FALSE","Drama","en","2.216","United States of America","1936-02-21","0","0","6","6"
"1:1700","tt0047887","Blinkity Blank","FALSE","Animation","en","2.974","Canada","1955-01-01","0","0","6.3","36"
"1:1701","tt0810856","Eyes of the Mothman","FALSE","Documentary","en","1.285","United States of America","2011-02-22","0","0","3.3","3"
"1:1702","tt0396422","Abel Ferrara: Not Guilty","FALSE","Documentary","en","1.4","France","2003-09-12","0","0","10","1"
"1:1703","tt0034911","Jail House Blues","FALSE","Comedy","en","0.6","United States of America","1942-02-01","0","0","0","0"
"1:1705","tt0018996","High Treason","FALSE","War","en","1.081","United Kingdom","1929-03-25","0","0","5.8","4"
"1:1707","tt0110084","El Héroe","FALSE","Animation","es","1.173","Mexico","1994-10-31","0","0","6.5","18"
"1:1708","tt0494230","Gospel of Deceit","FALSE","Drama","en","2.677","Canada","2006-04-28","0","0","5","2"
"1:1709","tt0027253","The Accusing Finger","FALSE","Crime","en","1.96","United States of America","1936-11-17","0","0","4.5","2"
"1:1712","tt0354629","Highwaymen: Live!","FALSE","Music","en","0.9","United States of America","1990-03-28","0","0","9.3","2"
"1:1714","tt0382286","Sex & the Single Mom","FALSE","Drama","en","4.71","United States of America","2003-09-08","0","0","7.7","9"
"1:1715","tt0071479","O Exorcismo Negro","FALSE","Horror","pt","1.435","Brazil","1974-09-23","0","0","4.6","5"
