,imdb_id,original_title,adult,genres.name,original_language,popularity,production_countries.name,release_date,budget,revenue,vote_average,vote_count
4.688888889,tt2113721,Mouse Palace,FALSE,NA,en,0.6,NA,1/01/2010,0,0,0,0
4.689583333,,Smølferne - Kærlighed,FALSE,Animation,da,0.6,United States of America,5/09/2013,0,0,0,0
4.690277778,tt2288162,Peter,FALSE,NA,en,0.6,NA,1/01/2009,0,0,0,0
4.690972222,tt1326242,Marin Blue,FALSE,NA,en,0.6,NA,1/01/2008,0,0,0,0
4.691666667,tt2193259,Entry Level,FALSE,NA,de,0.6,NA,1/01/2012,0,0,0,0
4.692361111,tt1936692,Rescatando a Sara,FALSE,NA,es,0.6,NA,1/02/2012,0,0,0,0
4.695833333,tt0054832,During One Night,FALSE,Drama,en,1.576,United Kingdom,1/12/1960,0,0,6.7,3
4.699305556,tt1323940,Monsters from the Id,FALSE,Documentary,en,0.959,United States of America,13/04/2009,0,0,5,1
4.700694444,tt0396539,Comfortably Numb,FALSE,NA,en,0.6,NA,25/01/2004,0,0,0,0
4.702083333,,Smølferne - Doktor Smølf,FALSE,Animation,da,0.6,United States of America,4/09/2014,0,0,0,0
4.702777778,tt4851640,<U+5E08><U+7236>,FALSE,Action,zh,6.997,China,10/12/2015,0,0,6.8,53
4.703472222,,Smølferne - Er magiske,FALSE,Animation,da,0.6,United States of America,4/09/2014,0,0,0,0
4.704166667,tt2828440,Jules César,FALSE,Music,it,0.6,France,10/02/2011,0,0,0,0
4.704861111,,Julius Caesar,FALSE,Music,it,0.6,Denmark,1/12/2005,0,0,10,1
4.705555556,tt1469946,Madama Butterfly,FALSE,NA,it,0.6,NA,7/03/2009,0,0,0,0
4.70625,,Smølferne - Gammelsmølf,FALSE,Animation,da,0.6,United States of America,7/11/2013,0,0,0,0
4.708333333,,Smølferne - Laver mad,FALSE,Animation,da,0.6,United States of America,6/03/2014,0,0,0,0
4.711805556,,Smølferne - Og alle dyrene,FALSE,Animation,da,0.6,United States of America,6/03/2014,0,0,0,0
4.7125,,Phish 1-2-16,FALSE,NA,en,0.6,NA,,0,0,0,0
4.714583333,,Smølferne - Vinter,FALSE,Animation,da,0.6,United States of America,7/11/2013,0,0,0,0
4.715972222,tt4132210,Bigfoot and the Burtons,FALSE,Family,en,0.674,Canada,4/12/2015,0,0,7,2
4.716666667,tt2571660,<U+0631><U+0645><U+0627><U+0644> <U+0645><U+064A><U+062A><U+0629>,FALSE,Horror,ar,0.6,Bahrain,20/11/2013,0,0,4,2
4.719444444,tt5113028,Schrotten!,FALSE,Comedy,de,1.992,Germany,5/05/2016,0,0,5.7,21
4.720138889,tt3562100,Zorn - Tod und Regen,FALSE,Crime,de,1.4,Germany,8/05/2014,0,0,7.7,3
4.720833333,,Shadowkrack,FALSE,NA,en,0.6,NA,16/01/1984,0,0,0,0
4.722222222,,Blue's Clues: Blue's Jobs,FALSE,Animation,en,0.6,United States of America,9/05/2006,0,0,0,0
4.722916667,tt4667788,Grüße aus Fukushima,FALSE,Drama,de,2.149,Germany,10/03/2016,0,0,6,26
4.723611111,tt5072542,"Les Premiers, les Derniers",FALSE,Drama,fr,3.452,Belgium,27/01/2016,0,0,6.5,42
4.725,,Blue's Clues: Blue's Room: Little Blue Riding Hood,FALSE,Family,en,0.6,United States of America,3/07/2007,0,0,0,0
4.726388889,tt0036155,Mexican Spitfire's Blessed Event,FALSE,Comedy,en,0.875,United States of America,14/07/1943,0,0,6,1
4.727083333,,"The Smurfs: Season 1, Volume 1",FALSE,Animation,en,0.6,NA,26/02/2008,0,0,0,0
4.727777778,tt5344752,<U+82B1><U+8857><U+67F3><U+5DF7>,FALSE,Horror,cn,1.646,Hong Kong,16/04/2015,0,0,5.1,4
4.729166667,tt2800002,Abusing Protocol,FALSE,Crime,en,0.6,United Kingdom,17/09/2015,42769,0,0,0
4.729861111,tt0103760,<U+0628><U+062F><U+0648><U+06A9>,FALSE,Drama,fa,0.6,Iran,1/04/1992,0,0,5,4
4.731944444,,Stammtisch,FALSE,Documentary,en,0.6,Austria,16/01/2013,0,0,0,0
4.732638889,,Tribute,FALSE,NA,en,0.6,Austria,16/01/2014,0,0,0,0
4.733333333,tt0194189,Die Mädchen aus der Peep Show,FALSE,Comedy,de,0.6,Germany,20/10/1983,0,0,1,1
4.734027778,tt5311458,NJPW New Year Dash 2016,FALSE,NA,ja,0.6,Japan,5/01/2016,0,0,7,1
4.734722222,tt0070856,Undine 74,FALSE,Fantasy,de,1.34,Austria,19/04/1974,0,0,0,0
4.735416667,tt0070875,Versuchung im Sommerwind,FALSE,Comedy,de,0.6,Germany,28/12/1972,0,0,5,2
4.736111111,tt0072853,Death Among Friends,FALSE,Crime,en,0.6,NA,20/05/1975,0,0,4.5,1
4.736805556,tt0068628,"Gelobt sei, was hart macht",FALSE,Comedy,de,1.457,Germany,10/05/1972,0,0,0,0
4.7375,tt5198930,Girlfriend Kontrak,FALSE,NA,en,0.6,NA,24/09/2015,0,0,0,0
4.738888889,tt0054907,La fête espagnole,FALSE,Drama,fr,0.6,France,20/10/1960,0,0,0,0
4.739583333,tt0067715,Der scharfe Heinrich - Die bumsfidelen Abenteuer einer jungen Ehe,FALSE,Comedy,de,0.6,Germany,26/03/1971,0,0,5,1
4.740972222,tt3723780,Quackerz,FALSE,Animation,en,6.666,Canada,14/02/2016,0,4828042,4.8,19
4.741666667,tt5029622,Toro,FALSE,Drama,de,1.4,Germany,31/08/2015,0,0,6.7,11
4.742361111,tt2579680,100% Love,FALSE,NA,bn,0.727,India,20/01/2012,0,0,6,3
4.743055556,tt0454099,Le chat botté,FALSE,NA,en,0.6,NA,17/01/1903,0,0,6,1
4.74375,,Der Morgen nach dem Tod,FALSE,Thriller,de,0.6,Germany,9/11/2002,0,0,0,0
4.744444444,tt5302150,<U+0421><U+043C><U+0435><U+0448><U+0430><U+0440><U+0438><U+043A><U+0438>. <U+041B><U+0435><U+0433><U+0435><U+043D><U+0434><U+0430> <U+043E> <U+0437><U+043E><U+043B><U+043E><U+0442><U+043E><U+043C> <U+0434><U+0440><U+0430><U+043A><U+043E><U+043D><U+0435>,FALSE,Animation,ru,5.663,Russia,17/03/2016,6300000,0,7.2,21
4.745138889,tt4651660,Ping Pong Rabbit,FALSE,Animation,en,1.099,China,29/07/2016,0,0,0,0
4.745833333,,<U+7D05><U+6BBB><U+306E><U+30D1><U+30F3><U+30C9><U+30E9> GHOST URN,FALSE,Action,ja,2.134,Japan,5/12/2015,0,0,7,1
4.746527778,tt2404404,Honeymoon in Reno,FALSE,NA,en,0.6,NA,17/01/1983,0,0,0,0
4.747916667,tt3506542,Tuberkulose,FALSE,Horror,de,0.6,Germany,1/01/2007,0,0,0,0
4.748611111,tt0173674,Biljeg,FALSE,Documentary,sr,0.6,Yugoslavia,1/06/1981,0,0,0,0
4.75,,Asylum,FALSE,Documentary,fr,0.6,France,1/08/2008,0,0,0,0
4.750694444,,Fonográf - koncert 2004,FALSE,Music,hu,0.6,NA,4/06/2004,0,0,0,0
4.752083333,tt0011048,The Challenge of the Law,FALSE,Drama,en,0.6,United States of America,10/10/1920,0,0,0,0
4.753472222,,Progg på väg,FALSE,Documentary,sv,0.6,Sweden,,0,0,0,0
4.754166667,tt5042436,Barbie: Spy Squad,FALSE,Action,en,26.541,United States of America,15/01/2016,0,0,7,283
4.754861111,tt5298070,Rudolf Nureyev: Dance to Freedom,FALSE,Drama,en,1.974,United Kingdom,19/12/2015,0,0,7.5,3
4.755555556,tt0282811,Observer / Observed,FALSE,NA,en,0.6,NA,1/01/1975,0,0,0,0
4.75625,,Kampf der Welten! – Chaostage Hannover 1995,FALSE,Documentary,de,0.6,Germany,23/11/1995,0,0,5.5,2
4.757638889,tt0279935,MA: Space/Time in the Garden of Ryoan-ji,FALSE,NA,ja,0.6,Japan,1/01/1989,0,0,0,0
4.759027778,tt0960863,Tokyo shikkaku,FALSE,NA,en,0.6,NA,1/01/2006,0,0,4,1
4.759722222,tt1173716,<U+521D><U+6200>,FALSE,Romance,ja,1.986,Japan,20/10/2007,0,0,6.2,5
4.760416667,tt5238706,Classic Kutz,FALSE,Documentary,en,0.6,United States of America,,25000,0,0,0
4.761111111,tt2841780,Flucht aus der Sonntagsschule,FALSE,NA,en,0.6,NA,1/01/2013,0,0,0,0
4.7625,tt3707958,<U+30D4><U+30AB><U+30C1><U+30E5><U+30A6><U+3068><U+30A4><U+30FC><U+30D6><U+30A4><U+2606><U+30D5><U+30EC><U+30F3><U+30BA>,FALSE,Animation,ja,2.695,Japan,13/07/2013,0,0,6.8,6
4.763888889,tt3860092,Everything About Her,FALSE,Comedy,en,2.876,Philippines,27/01/2016,0,0,8.1,8
4.765972222,,Kiribati: The President's Dilemma,FALSE,Documentary,en,0.6,Italy,1/01/2010,0,0,0,0
4.766666667,tt1381283,Musunde hiraite,FALSE,NA,en,0.6,NA,1/01/2007,0,0,0,0
4.76875,tt0756221,Liebe nach dem Tod,FALSE,Drama,de,0.6,Germany,13/02/2006,0,0,0,0
4.769444444,tt1163742,Balada z hadru,FALSE,Drama,cs,0.6,Czechoslovakia,17/08/1960,0,0,0,0
4.770138889,,"Sexy, Horny and Homeless",TRUE,NA,en,0.95,United States of America,1/07/2013,0,0,7.7,3
4.770833333,tt0038914,Lo sconosciuto di San Marino,FALSE,Drama,it,0.6,NA,21/01/1948,0,0,0,0
4.771527778,tt0026904,Quei due,FALSE,Comedy,it,0.6,NA,1/01/1935,0,0,6.8,2
4.772222222,,High Class Pussy,TRUE,NA,en,0.875,United States of America,1/05/2013,0,0,10,1
4.772916667,,1947: The LRG Video,FALSE,Action,en,0.84,United States of America,24/10/2015,0,0,10,2
4.774305556,tt0239759,Opening the Nineteenth Century: 1896,FALSE,NA,en,0.6,NA,1/01/1991,0,0,0,0
4.775,,Dirty Sluts Fucking Hard,TRUE,NA,en,0.669,NA,26/03/2008,0,0,10,1
4.775694444,tt1353785,Aguas verdes,FALSE,NA,es,0.6,Argentina,7/02/2008,0,0,0,0
4.776388889,tt0406907,Keaton's Cops,FALSE,NA,en,0.6,NA,1/01/1991,0,0,0,0
4.778472222,tt4830624,Russian Teen Ass,TRUE,NA,en,0.878,United States of America,1/10/2013,0,0,10,1
4.779166667,tt0362896,Männer häppchenweise,FALSE,NA,de,0.627,Germany,17/01/2003,0,0,0,0
4.780555556,tt5720570,Ma Dai,FALSE,Comedy,vi,0.657,Vietnam,28/04/2015,0,0,5.8,2
4.78125,tt1608363,El takheekh,FALSE,NA,en,0.6,NA,1/01/2007,0,0,0,0
4.781944444,tt1351768,Rimini,FALSE,Drama,de,1.195,Austria,1/12/2008,0,0,5,3
4.782638889,,Nirvana - the Definitive Critical Review,FALSE,Music,en,0.6,NA,30/10/2006,0,0,0,0
4.783333333,tt0036502,La vita è bella,FALSE,Comedy,it,0.6,NA,26/05/1943,0,0,8,2
4.784027778,tt0853137,De Ontgoocheling,FALSE,Comedy,en,0.6,Netherlands,27/09/2006,0,0,7,1
4.786111111,tt2125519,Hauptfiedhof,FALSE,NA,en,0.6,NA,1/01/2011,0,0,0,0
4.7875,tt0034750,La fortuna viene dal cielo,FALSE,Romance,it,0.6,Italy,26/03/1942,0,0,0,0
4.788194444,tt1794826,Kano: An American and His Harem,FALSE,Documentary,en,0.6,NA,1/01/2010,0,0,0,0
4.788888889,tt0309929,Notes on a Triangle,FALSE,Animation,en,0.6,Canada,1/01/1966,0,0,8,1
4.789583333,tt2162663,Kwangjunun purunda,FALSE,NA,en,0.6,NA,1/01/1985,0,0,0,0
4.790277778,tt1627064,Jesse Jane: Dirty Movies,TRUE,NA,en,0.6,United States of America,30/03/2010,0,0,0,0
4.791666667,tt0124922,Der Waldbauernbub - Weihnacht in der Waldheimat,FALSE,Family,de,0.6,Austria,24/12/1983,0,0,7.5,2
4.792361111,tt1937192,Imagens de uma cidade perdida,FALSE,Documentary,pt,0.6,NA,1/01/2011,0,0,0,0
4.793055556,tt0039741,Quartetto pazzo,FALSE,Comedy,it,0.6,NA,22/08/1945,0,0,0,0
4.79375,tt0930064,Hollywood : Le règne des séries,FALSE,Documentary,en,0.6,NA,23/09/2005,0,0,0,0
4.795138889,tt0257802,Io sono Anna Magnani,FALSE,Documentary,it,1.195,Belgium,30/09/1980,0,0,8,2
4.795833333,tt0010360,The Lincoln Highwayman,FALSE,Mystery,en,0.6,United States of America,29/12/1919,0,0,0,0
4.796527778,tt0469978,Sterne über Madeira,FALSE,Drama,de,0.6,Germany,22/05/2005,0,0,0,0
4.797222222,,Antonín Dvorák: Stabat Mater op.58,FALSE,Music,la,0.6,Germany,3/11/2015,0,0,0,0
4.797916667,tt3599044,Looking for Athènes,FALSE,Documentary,fr,0.6,France,9/12/2013,0,0,7,1
4.798611111,tt0304728,So schnell Du kannst,FALSE,Drama,de,0.6,Germany,25/08/2003,0,0,0,0
4.799305556,tt0192457,Playthings of Passion,FALSE,Drama,en,0.6,United States of America,8/06/1919,0,0,0,0
4.801388889,tt6095408,Keith Lemon's Back t'Future Tribute,FALSE,Comedy,en,1.064,NA,21/10/2015,0,0,9,2
4.803472222,,L<U+1EC7> Phí Tình Yêu,FALSE,Romance,vi,0.6,Vietnam,16/04/2012,0,0,6,1
4.804166667,tt5356308,<U+820C><U+5C16><U+4E0A><U+7684><U+65B0><U+5E74>,FALSE,Documentary,zh,0.718,China,7/01/2016,0,0,6.3,4
4.808333333,,Tungsten Grey is the Warmest Colour,FALSE,Comedy,en,0.917,Guadaloupe,,17,0,7,1
4.809027778,tt0261941,Rambayin Kadhal,FALSE,NA,ta,0.6,India,28/09/1956,0,0,0,0
4.809722222,tt10800224,How To Remain Single,FALSE,NA,en,0.6,NA,1/02/2015,0,0,8,1
4.811111111,,The Anniversary,FALSE,Horror,en,0.6,Singapore,22/12/2015,0,0,4.5,1
4.811805556,tt0363821,<U+03A4><U+03BF> <U+039C><U+03C5>st<U+03B9><U+03BA><U+03CC> t<U+03BF><U+03C5> <U+039D><U+03BF><U+03AD>µß<U+03C1><U+03B7>,FALSE,Crime,el,0.6,Greece,4/04/2002,0,0,0,0
4.8125,,Golden Globe Teneriffa,FALSE,Documentary,de,0.6,NA,22/11/2012,0,0,0,0
4.813194444,tt2923510,Two Chips,FALSE,Animation,en,0.6,United States of America,7/10/2013,0,0,5,1
4.813888889,,Golden Globe - New York,FALSE,Documentary,de,0.6,NA,4/11/2014,0,0,0,0
4.815277778,tt3495026,Fan,FALSE,Action,hi,5.498,India,14/04/2016,12750000,28000000,6.4,182
4.816666667,,Golden Globe Vereinigte Arabische Emirate,FALSE,Documentary,de,0.6,NA,31/10/2013,0,0,0,0
4.817361111,tt0814267,<U+0397> <U+03A0><U+03CC><U+03BB><U+03B7> t<U+03C9><U+03BD> Ta<U+03C5>µ<U+03AC>t<U+03C9><U+03BD>,FALSE,Drama,el,0.6,Greece,17/08/2005,0,0,0,0
4.81875,,Hormigueos,FALSE,Drama,en,0.6,NA,,0,0,0,0
4.819444444,,Rain,FALSE,Romance,ja,0.6,Japan,17/08/2015,0,0,7,1
4.822916667,tt0042398,Il diavolo in convento,FALSE,Comedy,it,1.4,NA,17/01/1950,0,0,0,0
4.824305556,tt0805545,Hellraiser: Prophecy,FALSE,Horror,en,1.378,NA,24/03/2006,3500,0,3.9,8
4.825,tt4767566,Looking for Rio,FALSE,Documentary,fr,0.6,France,14/04/2014,0,0,0,0
4.826388889,tt0203548,<U+6BCD>,FALSE,Drama,ja,0.6,Japan,29/04/1988,0,0,0,0
4.830555556,tt2620156,Looking for Barcelona,FALSE,Documentary,fr,0.874,France,25/05/2012,0,0,7,1
4.831944444,tt0260929,La Gioconda,FALSE,Music,it,0.822,Austria,1/12/1986,0,0,8,1
4.834027778,tt0100883,Voice of the Heart,FALSE,Drama,en,0.6,NA,28/03/1989,0,0,10,1
4.835416667,tt0121273,<U+98DB><U+8D8A><U+9670><U+967D><U+754C>,FALSE,Horror,zh,0.6,Taiwan,3/06/1989,0,0,0,0
4.836111111,,Hayaty Mbhdela,FALSE,NA,en,0.6,NA,5/01/2016,0,0,0,0
4.836805556,tt3891384,Dry Me Crazy,FALSE,Comedy,en,0.6,United States of America,1/01/2014,0,0,0,0
4.8375,tt3390550,The Barn,FALSE,Horror,en,4.71,United States of America,31/10/2016,0,0,4.7,29
4.838194444,tt4255304,The Void,FALSE,Mystery,en,10.928,Canada,22/09/2016,0,151042,5.9,835
4.840277778,tt5362352,DC's Legends of Tomorrow: Their Time Is Now,FALSE,Fantasy,en,7.04,NA,21/01/2016,0,0,7.3,35
4.840972222,tt0145036,Krigernes Børn,FALSE,Drama,da,3.196,Denmark,26/08/1979,0,0,5.3,3
4.841666667,tt0299602,Peor que los buitres,FALSE,Western,es,0.674,Mexico,7/08/1974,0,0,5,1
4.84375,tt1728175,<U+30A8><U+30AF><U+30EC><U+30FC><U+30EB>·<U+304A><U+83D3><U+5B50><U+653E><U+6D6A><U+8A18>,FALSE,Drama,ja,0.6,Japan,21/05/2011,0,0,0,0
4.844444444,tt0032629,In Old Missouri,FALSE,Adventure,en,0.991,United States of America,17/04/1940,0,0,5.5,1
4.845138889,,Marco at Harveys,FALSE,NA,en,0.6,NA,,0,0,0,0
4.845833333,tt2277308,Friend Request,FALSE,Thriller,en,3.157,NA,5/05/2013,0,0,5.4,53
4.846527778,tt4493280,Nörden och kärleken,FALSE,Drama,sv,0.6,Sweden,13/07/2012,0,0,0,0
4.847222222,,<U+8840><U+6FFA><U+6B78><U+9109><U+8DEF>,FALSE,NA,zh,0.804,Taiwan,1/01/1982,0,0,0,0
4.848611111,tt4564622,Looking for Buenos Aires,FALSE,Documentary,fr,0.6,France,25/12/2012,0,0,0,0
4.849305556,tt1095170,L'occhio è per così dire l'evoluzione biologica di una lacrima e autoritratto Auschwitz,FALSE,Documentary,it,0.6,Italy,4/09/2007,0,0,0,0
4.850694444,tt4045242,<U+884C><U+8005>,FALSE,Documentary,zh,0.6,Taiwan,15/07/2014,0,0,5,4
4.851388889,tt0487178,White Shamans and Plastic Medicine Men,FALSE,Documentary,en,0.6,NA,31/10/1996,75000,0,8,2
4.852083333,tt2271467,Looking for Istanbul,FALSE,Documentary,fr,0.6,France,18/02/2012,0,0,0,0
4.852777778,tt0095572,Malaventura,FALSE,NA,es,0.84,Spain,6/10/1988,0,0,5.5,2
4.853472222,tt2094044,Looking for Manchester,FALSE,Documentary,fr,0.6,France,23/05/2010,0,0,7,1
4.854166667,tt0065787,Godard in America,FALSE,History,en,0.6,NA,1/01/1970,0,0,0,0
4.854861111,tt0199064,<U+592A><U+592A><U+842C><U+6B72>,FALSE,Comedy,zh,0.91,Hong Kong,28/01/1968,0,0,5.3,3
4.855555556,tt2094045,Looking for Milano,FALSE,Documentary,fr,0.6,France,22/05/2011,0,0,7,1
4.85625,tt5270832,"Jermaine Fowler: Give 'Em Hell, Kid",FALSE,Comedy,en,0.878,United States of America,11/12/2015,0,0,8,1
4.856944444,,Helmut Qualtinger liest Mein Kampf,FALSE,NA,de,0.6,NA,1/01/1985,0,0,0,0
4.857638889,tt0294465,Combat Killers,FALSE,War,en,1.128,Philippines,1/01/1968,0,0,0,0
4.858333333,,Looking for Alger,FALSE,Documentary,fr,0.6,France,11/11/2015,0,0,0,0
4.859027778,tt0126181,18,FALSE,Drama,zh,0.6,Taiwan,1/01/1993,0,0,0,0
4.859722222,,Project Gemini: A Bold Leap Forward,FALSE,Documentary,en,0.6,United States of America,18/01/2002,0,0,0,0
4.861111111,tt4548734,Rock Me Amadeus by Falco Via Kardinal by Otto Muehl,FALSE,NA,en,0.6,NA,6/09/2009,0,0,5,3
4.861805556,tt0435676,Der Junge ohne Eigenschaften,FALSE,Drama,de,0.6,Germany,1/01/2005,0,0,0,0
4.8625,tt2493328,Stripper Pole,TRUE,Romance,en,4.413,United States of America,16/10/2012,0,0,7,1
4.863194444,tt0096007,Romeo mit grauen Schläfen,FALSE,Comedy,de,0.6,Germany,1/01/1988,0,0,0,0
4.863888889,tt3960206,Brist,FALSE,Drama,no,0.6,NA,2/04/2014,0,0,0,0
4.864583333,tt0385270,Tafanos - L'inizio,FALSE,NA,en,0.6,NA,26/08/2002,0,0,2,1
4.865277778,tt0188321,Les Brûlés,FALSE,Drama,fr,0.6,Canada,1/01/1959,0,0,0,0
4.865972222,tt1592890,Komeda: A Soundtrack for a Life,FALSE,Music,en,0.954,Germany,2/07/2011,0,0,6,1
4.866666667,tt4794790,Mme Liliane,FALSE,Drama,fr,0.6,Canada,20/09/2015,0,0,0,0
4.867361111,tt1748050,Ich log die Wahrheit,FALSE,Drama,de,0.804,Germany,19/02/1972,0,0,0,0
4.868055556,tt1589970,An Eternal Love,TRUE,Romance,en,0.646,NA,26/01/2010,0,0,0,0
4.86875,tt1859546,Sizif K.,FALSE,Mystery,sr,0.6,Serbia,1/01/2015,0,0,0,0
4.870138889,tt5323662,<U+6620><U+753B> <U+8072><U+306E><U+5F62>,FALSE,Animation,ja,99.766,Japan,17/09/2016,0,30156463,8.4,2505
4.870833333,,<U+6BBA><U+624B>,FALSE,Action,zh,0.6,Hong Kong,1/01/1997,0,0,0,0
4.871527778,tt5069188,Dead Hands Dig Deep,FALSE,Documentary,en,0.6,NA,22/01/2016,0,0,0,0
4.872222222,tt0170336,Opštinsko dete,FALSE,Comedy,sr,0.636,Yugoslavia,25/02/1953,0,0,5,1
4.877777778,tt0092923,Downpayment on Murder,FALSE,Thriller,en,0.6,United States of America,18/01/1987,0,0,0,0
4.878472222,,Fassman: L'increïble Home Radar,FALSE,Drama,ca,0.6,Spain,18/01/2015,0,0,0,0
4.879166667,,Canciones de amor y anarquía,FALSE,Documentary,en,0.6,Spain,18/01/2014,0,0,0,0
4.879861111,tt0516613,"Neko Case: Live from Austin, TX",FALSE,Music,en,0.6,United States of America,8/11/2003,0,0,8.5,1
4.880555556,tt5050682,"Cola, Colita, Colassa (Oda a Barcelona)",FALSE,Documentary,es,0.6,Spain,18/01/2016,0,0,5.7,3
4.88125,tt3865850,The Evil That Men Do,FALSE,Thriller,en,1.932,Spain,3/09/2015,0,0,5.9,5
4.881944444,tt3648670,Das Millionengrab,FALSE,NA,en,0.6,NA,1/01/2014,0,0,0,0
4.882638889,tt0300422,Rock et Belles Oreilles: The DVD 1988,FALSE,Comedy,fr,0.624,Canada,23/10/2001,0,0,7,1
4.883333333,tt5247282,Informe general II. El nou rapte d'Europa,FALSE,Documentary,ca,0.6,Spain,18/01/2015,0,0,5,4
4.884027778,tt5374830,<U+C7A1><U+C544><U+C57C> <U+C0B0><U+B2E4>,FALSE,Action,ko,2.166,South Korea,7/01/2016,0,500,6.4,14
4.884722222,tt3721466,La decisión de Julia,FALSE,Drama,es,0.6,Spain,18/01/2015,0,0,0,0
4.885416667,tt0861719,Metro-Land,FALSE,Documentary,en,0.6,NA,26/02/1973,0,0,8,1
4.886111111,tt4866712,El pregón,FALSE,Comedy,es,5.041,Spain,18/01/2016,0,0,5.1,74
4.886805556,tt3163224,The Carrier,FALSE,Action,en,3.619,United Kingdom,15/07/2015,0,0,3.8,19
4.8875,tt5295134,Firenze e gli Uffizi,FALSE,Documentary,it,1.593,Italy,3/12/2015,0,0,9,19
4.888194444,,High School DxD BorN: Yomigaeranai Fushichou,FALSE,NA,ja,7.561,NA,9/12/2015,0,0,9,3
4.889583333,tt3586930,Kill Kane,FALSE,Thriller,en,2.261,United Kingdom,1/03/2016,0,0,4.3,14
4.890277778,tt0375921,Die lieben Kinder,FALSE,Comedy,de,0.6,Germany,17/04/1970,0,0,0,0
4.891666667,tt1645050,Der Fall Sorge,FALSE,Drama,de,0.659,Germany,20/02/1970,0,0,0,0
4.89375,tt1677666,Breathe,FALSE,NA,en,0.6,NA,11/08/2011,0,0,0,0
4.896527778,tt5466576,BoBoiBoy: The Movie,FALSE,Action,ms,3.928,Malaysia,3/03/2016,1230920,0,8.2,5
4.897916667,tt0055847,<U+3061><U+3044><U+3055><U+3053><U+3079>,FALSE,Drama,ja,0.841,Japan,10/06/1962,0,0,0,0
4.898611111,tt0313765,Der Watzmann ruft,FALSE,Comedy,de,0.6,Austria,9/03/1992,0,0,0,0
4.899305556,tt5468014,<U+30C7><U+30B8><U+30E2><U+30F3><U+30A2><U+30C9><U+30D9><U+30F3><U+30C1><U+30E3><U+30FC> tri. <U+7B2C>3<U+7AE0><U+300C><U+544A><U+767D><U+300D>,FALSE,Adventure,ja,7.487,Japan,24/09/2016,0,0,7,26
4.9,tt2967856,Another Day of Life,FALSE,Animation,en,5.128,Belgium,26/10/2018,5000000,134801,7.6,70
4.900694444,tt4769824,<U+3053><U+306E><U+4E16><U+754C><U+306E><U+7247><U+9685><U+306B>,FALSE,Drama,ja,35.292,Japan,12/11/2016,0,19496308,8.1,394
4.901388889,tt0183467,Il Magnaccio,FALSE,Drama,it,0.671,Italy,11/04/1969,0,0,8,2
4.902083333,tt0337729,Tales of Washington Irving,FALSE,NA,en,0.6,NA,1/11/1970,0,0,7,1
4.902777778,tt3823116,A Stork's Journey,FALSE,Family,en,11.129,Belgium,5/05/2017,0,0,6,107
4.903472222,tt4500214,Dia de Muertos,FALSE,Animation,es,17.953,Mexico,24/10/2019,0,0,6.9,92
4.904861111,tt4840686,<U+871C><U+306E><U+3042><U+308F><U+308C>,FALSE,Drama,ja,2.095,Japan,1/04/2016,0,0,5.7,3
4.905555556,tt2643994,Gia Su N<U+1EEF> Quái,FALSE,Comedy,vi,0.6,NA,18/01/2012,0,0,0,0
4.90625,tt3119446,Breathe,FALSE,Fantasy,en,0.6,United Kingdom,31/08/2013,0,0,8,1
4.906944444,tt0145037,<U+039F><U+03B9> <U+039A><U+03C5><U+03C1><U+03AF>e<U+03C2> <U+03A4><U+03B7><U+03C2> <U+0391><U+03C5><U+03BB><U+03AE><U+03C2>,FALSE,Comedy,el,1.221,Greece,9/04/1966,0,0,7.6,8
4.907638889,,Florence and the Machine Coachella 2015,FALSE,Music,en,0.6,United States of America,1/01/2015,0,0,0,0
4.910416667,tt5224716,Roberto Carlos - Primeira Fila,FALSE,Music,pt,0.6,Brazil,13/10/2015,0,0,0,0
4.913888889,tt1125865,The Hunchback of Notre Dame,FALSE,Animation,en,1.459,United States of America,16/04/1996,0,0,6,1
4.914583333,,Damares - O Maior Troféu ao Vivo,FALSE,Music,pt,0.6,Brazil,18/01/2015,0,0,0,0
4.915972222,tt0300421,Rock et Belles Oreilles: The DVD 1986-87,FALSE,Comedy,fr,0.6,Canada,23/10/2001,0,0,0,0
4.917361111,tt0410529,Rock et Belles Oreilles: The DVD 1989-1990,FALSE,Comedy,fr,1.206,Canada,23/10/2001,0,0,8,1
4.918055556,tt0314584,Rock et Belles Oreilles: The DVD 1994-1995,FALSE,Comedy,fr,0.6,Canada,23/10/2001,0,0,8,1
4.91875,tt4880576,H Recherche F,FALSE,Animation,fr,0.6,France,13/05/2015,0,0,6.5,2
4.919444444,tt1125863,Hercules,FALSE,Family,en,1.49,NA,11/02/1997,0,0,6.8,10
4.920833333,tt5352432,Hannibal Buress: Comedy Camisado,FALSE,Comedy,en,4.428,United States of America,5/02/2016,0,0,6.4,52
4.921527778,tt4636108,Le Repas dominical,FALSE,Animation,fr,0.887,France,22/05/2015,0,0,6.2,14
4.922222222,,David Quilan - Apaixonado por Ti Ao vivo,FALSE,Music,pt,0.6,Brazil,31/12/2006,0,0,0,0
4.922916667,tt1041805,Nzale,FALSE,Documentary,fr,0.6,France,1/01/1985,0,0,0,0
4.923611111,,Reunion Island: An Overview,FALSE,Documentary,en,0.6,United States of America,10/12/2010,0,0,0,0
4.924305556,tt0099319,The Crime Lords,FALSE,Action,en,0.6,United States of America,4/04/1991,0,0,4,2
